,ID,Title,Abstract,Authors,Published Date,Updated Date,Comments,Primary Category,PDF Link,Language,author_keywords,publicationName,predicted_subject_area
17,http://arxiv.org/abs/2307.16650v1,ChatGPT for Teaching and Learning: An Experience from Data Science  Education,"ChatGPT, an implementation and application of large language models, hasgained significant popularity since its initial release. Researchers have beenexploring ways to harness the practical benefits of ChatGPT in real-worldscenarios. Educational researchers have investigated its potential in varioussubjects, e.g., programming, mathematics, finance, clinical decision support,etc. However, there has been limited attention given to its application in datascience education. This paper aims to bridge that gap by utilizing ChatGPT in adata science course, gathering perspectives from students, and presenting ourexperiences and feedback on using ChatGPT for teaching and learning in datascience education. The findings not only distinguish data science educationfrom other disciplines but also uncover new opportunities and challengesassociated with incorporating ChatGPT into the data science curriculum.",Yong Zheng,2023-07-31T13:31:19Z,2023-07-31T13:31:19Z,,cs.CY,http://arxiv.org/pdf/2307.16650v1,eng,,,Social Sciences
18,http://arxiv.org/abs/2002.03389v1,"Trust in Data Science: Collaboration, Translation, and Accountability in  Corporate Data Science Projects","The trustworthiness of data science systems in applied and real-worldsettings emerges from the resolution of specific tensions through situated,pragmatic, and ongoing forms of work. Drawing on research in CSCW, criticaldata studies, and history and sociology of science, and six months of immersiveethnographic fieldwork with a corporate data science team, we describe fourcommon tensions in applied data science work: (un)equivocal numbers,(counter)intuitive knowledge, (in)credible data, and (in)scrutable models. Weshow how organizational actors establish and re-negotiate trust under messy anduncertain analytic conditions through practices of skepticism, assessment, andcredibility. Highlighting the collaborative and heterogeneous nature ofreal-world data science, we show how the management of trust in appliedcorporate data science settings depends not only on pre-processing andquantification, but also on negotiation and translation. We conclude bydiscussing the implications of our findings for data science research andpractice, both within and beyond CSCW.","Samir Passi, Steven J. Jackson",2020-02-09T15:50:50Z,2020-02-09T15:50:50Z,,cs.CY,http://arxiv.org/pdf/2002.03389v1,eng,,,Social Sciences
19,http://arxiv.org/abs/2109.13656v2,"Opinionated practices for teaching reproducibility: motivation, guided  instruction and practice","In the data science courses at the University of British Columbia, we definedata science as the study, development and practice of reproducible andauditable processes to obtain insight from data. While reproducibility is coreto our definition, most data science learners enter the field with otheraspects of data science in mind, for example predictive modelling, which isoften one of the most interesting topic to novices. This fact, along with thehighly technical nature of the industry standard reproducibility toolscurrently employed in data science, present out-of-the gate challenges inteaching reproducibility in the data science classroom. Put simply, studentsare not as intrinsically motivated to learn this topic, and it is not an easyone for them to learn. What can a data science educator do? Over severaliterations of teaching courses focused on reproducible data science tools andworkflows, we have found that providing extra motivation, guided instructionand lots of practice are key to effectively teaching this challenging, yetimportant subject. Here we present examples of how we deeply motivate,effectively guide and provide ample practice opportunities to data sciencestudents to effectively engage them in learning about this topic.","Joel Ostblom, Tiffany Timbers",2021-09-17T19:15:41Z,2022-02-16T03:21:17Z,,cs.CY,http://arxiv.org/pdf/2109.13656v2,eng,,,Medicine
20,http://arxiv.org/abs/2207.01934v1,"How sustainable is ""common"" data science in terms of power consumption?","Continuous developments in data science have brought forth an exponentialincrease in complexity of machine learning models. Additionally, datascientists have become ubiquitous in the private market, academic environmentsand even as a hobby. All of these trends are on a steady rise, and areassociated with an increase in power consumption and associated carbonfootprint. The increasing carbon footprint of large-scale advanced data sciencehas already received attention, but the latter trend has not. This work aims toestimate the contribution of the increasingly popular ""common"" data science tothe global carbon footprint. To this end, the power consumption of severaltypical tasks in the aforementioned common data science tasks will be measuredand compared to: large-scale ""advanced"" data science, common computer-relatedtasks, and everyday non-computer related tasks. This is done by converting themeasurements to the equivalent unit of ""km driven by car"". Our main findingsare: ""common"" data science consumes $2.57$ more power than regular computerusage, but less than some common everyday power-consuming tasks such aslighting or heating; large-scale data science consumes substantially more powerthan common data science.","Bjorge Meulemeester, David Martens",2022-07-05T10:15:22Z,2022-07-05T10:15:22Z,"conference paper, working paper, under review, 9 pages, 4 figures",cs.CY,http://arxiv.org/pdf/2207.01934v1,eng,,,Social Sciences
21,http://arxiv.org/abs/2210.03305v1,How Do Data Science Workers Communicate Intermediate Results?,"Data science workers increasingly collaborate on large-scale projects beforecommunicating insights to a broader audience in the form of visualization.While prior work has modeled how data science teams, oftentimes with distinctroles and work processes, communicate knowledge to outside stakeholders, wehave little knowledge of how data science workers communicate intermediatelybefore delivering the final products. In this work, we contribute a nuanceddescription of the intermediate communication process within data scienceteams. By analyzing interview data with 8 self-identified data science workers,we characterized the data science intermediate communication process with fourfactors, including the types of audience, communication goals, sharedartifacts, and mode of communication. We also identified overarching challengesin the current communication process. We also discussed design implicationsthat might inform better tools that facilitate intermediate communicationwithin data science teams.","Rock Yuren Pang, Ruotong Wang, Joely Nelson, Leilani Battle",2022-10-07T03:28:33Z,2022-10-07T03:28:33Z,"This paper was accepted for presentation as part of the eighth
  Symposium on Visualization in Data Science (VDS) at ACM KDD 2022 as well as
  IEEE VIS 2022. http://www.visualdatascience.org/2022/index.html",cs.HC,http://arxiv.org/pdf/2210.03305v1,eng,,,Social Sciences
22,http://arxiv.org/abs/2307.10460v2,"A data science axiology: the nature, value, and risks of data science","Data science is not a science. It is a research paradigm with an unfathomedscope, scale, complexity, and power for knowledge discovery that is nototherwise possible and can be beyond human reasoning. It is changing our worldpractically and profoundly already widely deployed in tens of thousands ofapplications in every discipline in an AI Arms Race that, due to itsinscrutability, can lead to unfathomed risks. This paper presents an axiologyof data science, its purpose, nature, importance, risks, and value for problemsolving, by exploring and evaluating its remarkable, definitive features. Asdata science is in its infancy, this initial, speculative axiology is intendedto aid in understanding and defining data science to recognize its potentialbenefits, risks, and open research challenges. AI based data science isinherently about uncertainty that may be more realistic than our preference forthe certainty of science. Data science will have impacts far beyond knowledgediscovery and will take us into new ways of understanding the world.",Michael L. Brodie,2023-07-19T21:12:04Z,2023-07-21T21:32:12Z,,cs.AI,http://arxiv.org/pdf/2307.10460v2,eng,,,Physics and Astronomy
23,http://arxiv.org/abs/2409.05969v1,Challenges and Opportunities of Teaching Data Visualization Together  with Data Science,"With the increasing amount of data globally, analyzing and visualizing dataare becoming essential skills across various professions. It is important toequip university students with these essential data skills. To learn, design,and develop data visualization, students need knowledge of programming and datascience topics. Many university programs lack dedicated data science coursesfor undergraduate students, making it important to introduce these conceptsthrough integrated courses. However, combining data science and datavisualization into one course can be challenging due to the time constraintsand the heavy load of learning. In this paper, we discuss the development ofteaching data science and data visualization together in one course and sharethe results of the post-course evaluation survey. From the survey's results, weidentified four challenges, including difficulty in learning multiple tools anddiverse data science topics, varying proficiency levels with tools andlibraries, and selecting and cleaning datasets. We also distilled fiveopportunities for developing a successful data science and visualizationcourse. These opportunities include clarifying the course structure,emphasizing visualization literacy early in the course, updating the coursecontent according to student needs, using large real-world datasets, learningfrom industry professionals, and promoting collaboration among students.","Shri Harini Ramesh, Fateme Rajabiyazdi",2024-09-09T18:06:25Z,2024-09-09T18:06:25Z,"7 pages, to be published in IEEE Explore, accepted to EduVis'24",cs.HC,http://arxiv.org/pdf/2409.05969v1,eng,,,Social Sciences
24,http://arxiv.org/abs/2310.02444v3,Philosophy within Data Science Ethics Courses,"There is wide agreement that ethical considerations are a valuable aspect ofa data science curriculum, and to that end, many data science programs offercourses in data science ethics. There are not always, however, explicitconnections between data science ethics and the centuries-old work on ethicswithin the discipline of philosophy. Here, we present a framework for bringingtogether key data science practices with ethics topics. The ethics topics werecollated from sixteen data science ethics courses with public-facing syllabiand reading lists. We encourage individuals who are teaching data scienceethics to engage with the philosophical literature and its connection tocurrent data science practices, which are rife with potentially morally chargeddecision points.","Sara Colando, Johanna Hardin",2023-10-03T21:25:26Z,2024-08-08T02:19:12Z,,stat.OT,http://arxiv.org/pdf/2310.02444v3,eng,,,Biochemistry
25,http://arxiv.org/abs/2311.07631v1,The 4+1 Model of Data Science,"Data Science is a complex and evolving field, but most agree that it can bedefined as a combination of expertise drawn from three broad areascomputerscience and technology, math and statistics, and domain knowledge -- with thepurpose of extracting knowledge and value from data. Beyond this, the field isoften defined as a series of practical activities ranging from the cleaning andwrangling of data, to its analysis and use to infer models, to the visual andrhetorical representation of results to stakeholders and decision-makers. Thisessay proposes a model of data science that goes beyond laundry-listdefinitions to get at the specific nature of data science and help distinguishit from adjacent fields such as computer science and statistics. We define datascience as an interdisciplinary field comprising four broad areas of expertise:value, design, systems, and analytics. A fifth area, practice, integrates theother four in specific contexts of domain knowledge. We call this the 4+1 modelof data science. Together, these areas belong to every data science project,even if they are often unconnected and siloed in the academy.",Rafael C. Alvarado,2023-11-13T12:12:32Z,2023-11-13T12:12:32Z,28 pages,cs.DB,http://arxiv.org/pdf/2311.07631v1,eng,,,Social Sciences
26,http://arxiv.org/abs/1907.05644v2,"Data-driven materials science: status, challenges and perspectives","Data-driven science is heralded as a new paradigm in materials science. Inthis field, data is the new resource, and knowledge is extracted from materialsdata sets that are too big or complex for traditional human reasoning -typically with the intent to discover new or improved materials or materialsphenomena. Multiple factors, including the open science movement, nationalfunding, and progress in information technology, have fueled its development.Such related tools as materials databases, machine learning, andhigh-throughput methods are now established as parts of the materials researchtoolset. However, there are a variety of challenges that impede progress indata-driven materials science: data veracity, integration of experimental andcomputational data, data longevity, standardization, and the gap betweenindustrial interests and academic efforts. In this perspective article, wediscuss the historical development and current state of data-driven materialsscience, building from the early evolution of open science to the rapidexpansion of materials data infrastructures. We also review key successes andchallenges so far, providing a perspective on the future development of thefield.","Lauri Himanen, Amber Geurts, Adam S. Foster, Patrick Rinke",2019-07-12T09:44:01Z,2019-08-19T07:57:54Z,"Added new entries to the materials data infrastucture tables, updated
  references and affiliations",physics.comp-ph,http://arxiv.org/pdf/1907.05644v2,eng,,,Social Sciences
27,http://arxiv.org/abs/2001.06684v3,"How do Data Science Workers Collaborate? Roles, Workflows, and Tools","Today, the prominence of data science within organizations has given rise toteams of data science workers collaborating on extracting insights from data,as opposed to individual data scientists working alone. However, we still lacka deep understanding of how data science workers collaborate in practice. Inthis work, we conducted an online survey with 183 participants who work invarious aspects of data science. We focused on their reported interactions witheach other (e.g., managers with engineers) and with different tools (e.g.,Jupyter Notebook). We found that data science teams are extremely collaborativeand work with a variety of stakeholders and tools during the six common stepsof a data science workflow (e.g., clean data and train model). We also foundthat the collaborative practices workers employ, such as documentation, varyaccording to the kinds of tools they use. Based on these findings, we discussdesign implications for supporting data science team collaborations and futureresearch directions.","Amy X. Zhang, Michael Muller, Dakuo Wang",2020-01-18T15:11:56Z,2020-04-16T16:38:43Z,CSCW'2020,cs.HC,http://arxiv.org/pdf/2001.06684v3,eng,,,Social Sciences
28,http://arxiv.org/abs/2210.12528v2,Data science transfer pathways from associate's to bachelor's programs,"A substantial fraction of students who complete their college education at apublic university in the United States begin their journey at one of the 935public two-year colleges. While the number of four-year colleges offeringbachelor's degrees in data science continues to increase, data scienceinstruction at many two-year colleges lags behind. A major impediment is therelative paucity of introductory data science courses that serve multiplestudent audiences and can easily transfer. In addition, the lack of pre-definedtransfer pathways (or articulation agreements) for data science creates agrowing disconnect that leaves students who want to study data science at adisadvantage. We describe opportunities and barriers to data science transferpathways. Five points of curricular friction merit attention: 1) a first coursein data science, 2) a second course in data science, 3) a course in scientificcomputing, data science workflow, and/or reproducible computing, 4) labsciences, and 5) navigating communication, ethics, and application domainrequirements in the context of general education and liberal arts coursemappings. We catalog existing transfer pathways, efforts to align curriculaacross institutions, obstacles to overcome with minimally-disruptive solutions,and approaches to foster these pathways. Improvements in these areas arecritically important to ensure that a broad and diverse set of students areable to engage and succeed in undergraduate data science programs.","Benjamin S. Baumer, Nicholas J. Horton",2022-10-22T19:07:08Z,2023-01-06T14:23:08Z,,stat.OT,http://arxiv.org/pdf/2210.12528v2,eng,,,Social Sciences
29,http://arxiv.org/abs/2411.03007v1,Data Quality Awareness: A Journey from Traditional Data Management to  Data Science Systems,"Artificial intelligence (AI) has transformed various fields, significantlyimpacting our daily lives. A major factor in AI success is high-quality data.In this paper, we present a comprehensive review of the evolution of dataquality (DQ) awareness from traditional data management systems to moderndata-driven AI systems, which are integral to data science. We synthesize theexisting literature, highlighting the quality challenges and techniques thathave evolved from traditional data management to data science including bigdata and ML fields. As data science systems support a wide range of activities,our focus in this paper lies specifically in the analytics aspect driven bymachine learning. We use the cause-effect connection between the qualitychallenges of ML and those of big data to allow a more thorough understandingof emerging DQ challenges and the related quality awareness techniques in datascience systems. To the best of our knowledge, our paper is the first toprovide a review of DQ awareness spanning traditional and emergent data sciencesystems. We hope that readers will find this journey through the evolution ofdata quality awareness insightful and valuable.","Sijie Dong, Soror Sahri, Themis Palpanas",2024-11-05T11:12:25Z,2024-11-05T11:12:25Z,12 pages,cs.DB,http://arxiv.org/pdf/2411.03007v1,eng,,,Medicine
30,http://arxiv.org/abs/1804.10846v6,Data science is science's second chance to get causal inference right: A  classification of data science tasks,"Causal inference from observational data is the goal of many data analyses inthe health and social sciences. However, academic statistics has often frownedupon data analyses with a causal objective. The introduction of the term ""datascience"" provides a historic opportunity to redefine data analysis in such away that it naturally accommodates causal inference from observational data.Like others before, we organize the scientific contributions of data scienceinto three classes of tasks: Description, prediction, and counterfactualprediction (which includes causal inference). An explicit classification ofdata science tasks is necessary to discuss the data, assumptions, and analyticsrequired to successfully accomplish each task. We argue that a failure toadequately describe the role of subject-matter expert knowledge in dataanalysis is a source of widespread misunderstandings about data science.Specifically, causal analyses typically require not only good data andalgorithms, but also domain expert knowledge. We discuss the implications forthe use of data science to guide decision-making in the real world and to traindata scientists.","Miguel A. Hernán, John Hsu, Brian Healy",2018-04-28T20:23:45Z,2019-04-07T03:10:51Z,,stat.ML,http://arxiv.org/pdf/1804.10846v6,eng,,,Social Sciences
